Fri, 23 Oct 15 10:31:51 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to 140dev
Tue, 03 Nov 15 15:57:29 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489866467729409' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489866467729409, tweet_text = "guyz Get UPTO 75% #cashback on Products | #GharLaoDiwali | #ZyadaBachao – @ShopClues \n\n#Diwali \n\nhttps://t.co/GnWV6J56eY …", created_at = "2015-11-03 15:57:28", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:35 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489892912852992' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489892912852992, tweet_text = "@JadduJhappi 1 Stop destination for all the shopping products.. @ShopClues #ZyadaBachao https://t.co/5bTj4lpPZr", created_at = "2015-11-03 15:57:35", geo_lat = 0, geo_long = 0, user_id = 108856065, screen_name = "soodabhinav08", name = "Sood, Abhinav", profile_image_url = "http://pbs.twimg.com/profile_images/645480869675700224/lbju3eT7_normal.png", is_rt = 0
Tue, 03 Nov 15 15:57:42 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489922151354368' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489922151354368, tweet_text = "peoples Get UPTO 75% #cashback on Products | #GharLaoDiwali | #ZyadaBachao – @ShopClues \n\n#Diwali \n\nhttps://t.co/GnWV6J56eY …", created_at = "2015-11-03 15:57:41", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:42 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489922151354368' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489922151354368, tweet_text = "peoples Get UPTO 75% #cashback on Products | #GharLaoDiwali | #ZyadaBachao – @ShopClues \n\n#Diwali \n\nhttps://t.co/GnWV6J56eY …", created_at = "2015-11-03 15:57:41", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:48 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489944431489024' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489944431489024, tweet_text = "@reebokindia Thanks Reebok India Team For Such An Opportunity to Win ZPump Shoe Pair, Wish To Win #GetPumped", created_at = "2015-11-03 15:57:47", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:51 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489960634068992' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489960634068992, tweet_text = "Guys did you checkout the amazing deals on @ShopClues ?\nHave a look: https://t.co/2SBnxodUjS #ZyadaBachao", created_at = "2015-11-03 15:57:51", geo_lat = 0, geo_long = 0, user_id = 2470927147, screen_name = "me_palash", name = "✌ Palash Karmakar ✌", profile_image_url = "http://pbs.twimg.com/profile_images/657441164925112320/GR-otNaD_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:51 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489960634068992' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489960634068992, tweet_text = "Guys did you checkout the amazing deals on @ShopClues ?\nHave a look: https://t.co/2SBnxodUjS #ZyadaBachao", created_at = "2015-11-03 15:57:51", geo_lat = 0, geo_long = 0, user_id = 2470927147, screen_name = "me_palash", name = "✌ Palash Karmakar ✌", profile_image_url = "http://pbs.twimg.com/profile_images/657441164925112320/GR-otNaD_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:51 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489957937135616' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489957937135616, tweet_text = "Wow! Congratulations!! #UnlockTheAmazing #AskMeOnGDM #ZyadaBachao", created_at = "2015-11-03 15:57:50", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:51 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489959535255552' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489959535255552, tweet_text = "Do you love gadget?\nDon\'t worry for budget\n #ZyadaBachao is here to save your money https://t.co/hAcgETPOvl.… @ShopClues", created_at = "2015-11-03 15:57:50", geo_lat = 23.0834066, geo_long = 71.8665623, user_id = 2581575715, screen_name = "farman_ansari1", name = "Farman", profile_image_url = "http://pbs.twimg.com/profile_images/642025375141199872/0D_hW-Ey_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:51 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489959535255552' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489959535255552, tweet_text = "Do you love gadget?\nDon\'t worry for budget\n #ZyadaBachao is here to save your money https://t.co/hAcgETPOvl.… @ShopClues", created_at = "2015-11-03 15:57:50", geo_lat = 23.0834066, geo_long = 71.8665623, user_id = 2581575715, screen_name = "farman_ansari1", name = "Farman", profile_image_url = "http://pbs.twimg.com/profile_images/642025375141199872/0D_hW-Ey_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:53 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '41323064' for key 'PRIMARY' | INSERT INTO users SET screen_name = "_vinod_km", profile_image_url = "http://pbs.twimg.com/profile_images/610748375193944064/n-su9L9a_normal.jpg", user_id = 41323064, name = "Vinod Kumar", location = "Bengaluru, India", url = "", description = "Marketing by Profession | Digitally Savvy | Politically Inclined | Want A Better India For Everyone | Inspired By Nature | Foodie | Movie Buff | Views Are Mine", created_at = "2009-05-20 14:15:52", followers_count = 172, friends_count = 151, statuses_count = 9406, time_zone = "New Delhi", last_update = "2015-11-03 15:57:52"
Tue, 03 Nov 15 15:57:53 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489965616906240' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489965616906240, tweet_text = "If you really want to #ZyadaBachao , dont spend. Just save!", created_at = "2015-11-03 15:57:52", geo_lat = 0, geo_long = 0, user_id = 41323064, screen_name = "_vinod_km", name = "Vinod Kumar", profile_image_url = "http://pbs.twimg.com/profile_images/610748375193944064/n-su9L9a_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:53 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '41323064' for key 'PRIMARY' | INSERT INTO users SET screen_name = "_vinod_km", profile_image_url = "http://pbs.twimg.com/profile_images/610748375193944064/n-su9L9a_normal.jpg", user_id = 41323064, name = "Vinod Kumar", location = "Bengaluru, India", url = "", description = "Marketing by Profession | Digitally Savvy | Politically Inclined | Want A Better India For Everyone | Inspired By Nature | Foodie | Movie Buff | Views Are Mine", created_at = "2009-05-20 14:15:52", followers_count = 172, friends_count = 151, statuses_count = 9406, time_zone = "New Delhi", last_update = "2015-11-03 15:57:52"
Tue, 03 Nov 15 15:57:53 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489965616906240' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489965616906240, tweet_text = "If you really want to #ZyadaBachao , dont spend. Just save!", created_at = "2015-11-03 15:57:52", geo_lat = 0, geo_long = 0, user_id = 41323064, screen_name = "_vinod_km", name = "Vinod Kumar", profile_image_url = "http://pbs.twimg.com/profile_images/610748375193944064/n-su9L9a_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:54 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489972801744896' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489972801744896, tweet_text = "What are your plans for today ? I am going to shop with #ZyadaBachao @ShopClues https://t.co/pOXYRILONS", created_at = "2015-11-03 15:57:54", geo_lat = 0, geo_long = 0, user_id = 2370803888, screen_name = "yo_yo_baba", name = "Liquid", profile_image_url = "http://pbs.twimg.com/profile_images/640063502707613697/7sP6SFmW_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:54 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489972801744896' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489972801744896, tweet_text = "What are your plans for today ? I am going to shop with #ZyadaBachao @ShopClues https://t.co/pOXYRILONS", created_at = "2015-11-03 15:57:54", geo_lat = 0, geo_long = 0, user_id = 2370803888, screen_name = "yo_yo_baba", name = "Liquid", profile_image_url = "http://pbs.twimg.com/profile_images/640063502707613697/7sP6SFmW_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:55 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489976517853185' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489976517853185, tweet_text = "HAving the best shopping experience ever! Thanks @ShopClues \nhttps://t.co/BTmQtApPDM #ZyadaBachao", created_at = "2015-11-03 15:57:54", geo_lat = 0, geo_long = 0, user_id = 417040590, screen_name = "TazyeenKhan", name = "☆←Miss Magical→☆", profile_image_url = "http://pbs.twimg.com/profile_images/661164077712932864/7_soihxs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:55 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489976517853185' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489976517853185, tweet_text = "HAving the best shopping experience ever! Thanks @ShopClues \nhttps://t.co/BTmQtApPDM #ZyadaBachao", created_at = "2015-11-03 15:57:54", geo_lat = 0, geo_long = 0, user_id = 417040590, screen_name = "TazyeenKhan", name = "☆←Miss Magical→☆", profile_image_url = "http://pbs.twimg.com/profile_images/661164077712932864/7_soihxs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489996092715008' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489996092715008, tweet_text = "RT @RannvijaySingha: Heard about this new shoe in town, #ZPump. It provides custom fit! #GetPumped to break your own record. @ReebokIndia h…", created_at = "2015-11-03 15:57:59", geo_lat = 0, geo_long = 0, user_id = 2820172015, screen_name = "shiny_29", name = "ʝυɲʛʅɪ ƅɪʅʅɪ", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:58:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489996092715008' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489996092715008, tweet_text = "RT @RannvijaySingha: Heard about this new shoe in town, #ZPump. It provides custom fit! #GetPumped to break your own record. @ReebokIndia h…", created_at = "2015-11-03 15:57:59", geo_lat = 0, geo_long = 0, user_id = 2820172015, screen_name = "shiny_29", name = "ʝυɲʛʅɪ ƅɪʅʅɪ", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:58:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489999469109248' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489999469109248, tweet_text = "Enjoying my shopping\n #ZyadaBachao @ShopClues https://t.co/pOXYRILONS …", created_at = "2015-11-03 15:58:00", geo_lat = 0, geo_long = 0, user_id = 2370803888, screen_name = "yo_yo_baba", name = "Liquid", profile_image_url = "http://pbs.twimg.com/profile_images/640063502707613697/7sP6SFmW_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489999469109248' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489999469109248, tweet_text = "Enjoying my shopping\n #ZyadaBachao @ShopClues https://t.co/pOXYRILONS …", created_at = "2015-11-03 15:58:00", geo_lat = 0, geo_long = 0, user_id = 2370803888, screen_name = "yo_yo_baba", name = "Liquid", profile_image_url = "http://pbs.twimg.com/profile_images/640063502707613697/7sP6SFmW_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490002363219968' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490002363219968, tweet_text = "Tweeps go to @ShopClues and get the best deals at the best e-commerce site. head to https://t.co/suIlkNOs89 #ZyadaBachao", created_at = "2015-11-03 15:58:01", geo_lat = 0, geo_long = 0, user_id = 2831833890, screen_name = "JKarfa", name = "Jharna Karfa", profile_image_url = "http://pbs.twimg.com/profile_images/657841716133695488/6ljzL10S_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490002363219968' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490002363219968, tweet_text = "Tweeps go to @ShopClues and get the best deals at the best e-commerce site. head to https://t.co/suIlkNOs89 #ZyadaBachao", created_at = "2015-11-03 15:58:01", geo_lat = 0, geo_long = 0, user_id = 2831833890, screen_name = "JKarfa", name = "Jharna Karfa", profile_image_url = "http://pbs.twimg.com/profile_images/657841716133695488/6ljzL10S_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '333730913' for key 'PRIMARY' | INSERT INTO users SET screen_name = "finhospital", profile_image_url = "http://pbs.twimg.com/profile_images/652738979020738560/pIG5iXwh_normal.jpg", user_id = 333730913, name = "Financial Hospital", location = "Mumbai, Maharashtra", url = "https://www.financialhospital.in/", description = "Got any Finance related queries? Ask India\'s #1 Financial & Tax Planner !", created_at = "2011-07-12 05:55:15", followers_count = 101, friends_count = 165, statuses_count = 867, time_zone = "New Delhi", last_update = "2015-11-03 15:58:01"
Tue, 03 Nov 15 15:58:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '333730913' for key 'PRIMARY' | INSERT INTO users SET screen_name = "finhospital", profile_image_url = "http://pbs.twimg.com/profile_images/652738979020738560/pIG5iXwh_normal.jpg", user_id = 333730913, name = "Financial Hospital", location = "Mumbai, Maharashtra", url = "https://www.financialhospital.in/", description = "Got any Finance related queries? Ask India\'s #1 Financial & Tax Planner !", created_at = "2011-07-12 05:55:15", followers_count = 101, friends_count = 165, statuses_count = 867, time_zone = "New Delhi", last_update = "2015-11-03 15:58:01"
Tue, 03 Nov 15 15:58:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490004321918976' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490004321918976, tweet_text = "#ZyadaBachao This Diwali, save before you spend. Consult a financial planner today visit https://t.co/XC28ySFkcQ now https://t.co/ucSJA1aIcg", created_at = "2015-11-03 15:58:01", geo_lat = 0, geo_long = 0, user_id = 333730913, screen_name = "finhospital", name = "Financial Hospital", profile_image_url = "http://pbs.twimg.com/profile_images/652738979020738560/pIG5iXwh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490004321918976' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490004321918976, tweet_text = "#ZyadaBachao This Diwali, save before you spend. Consult a financial planner today visit https://t.co/XC28ySFkcQ now https://t.co/ucSJA1aIcg", created_at = "2015-11-03 15:58:01", geo_lat = 0, geo_long = 0, user_id = 333730913, screen_name = "finhospital", name = "Financial Hospital", profile_image_url = "http://pbs.twimg.com/profile_images/652738979020738560/pIG5iXwh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:07 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490027432538112' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490027432538112, tweet_text = "Its Winter\nNo Need To Worry About Searching Laundry Dryer Stand Rs.795\nCheck  #ZyadaBachao @ShopClues https://t.co/pOXYRILONS", created_at = "2015-11-03 15:58:07", geo_lat = 0, geo_long = 0, user_id = 2370803888, screen_name = "yo_yo_baba", name = "Liquid", profile_image_url = "http://pbs.twimg.com/profile_images/640063502707613697/7sP6SFmW_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:58:13 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661490050115457024' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661490050115457024, tweet_text = "Mobile cases and covers starting at just Rs 99 only on @ShopClues and\n#ZyadaBachao\nhttps://t.co/7x98tM2El3 https://t.co/r6x8GJQK35", created_at = "2015-11-03 15:58:12", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 0
